"","Country","Factor","Value","type"
"2103","Kenya","Life Expectancy",0.41435,"0.41435"
"2104","Kenya","Freedom",0.42215,"0.42215"
"2105","Kenya","Government Corruption",0.05839,"0.05839"
"2106","Kenya","Generosity",0.37542,"0.37542"
"2107","Kosovo","GDP per Capita",0.882,"0.882"
"2108","Kosovo","Family",1.232,"1.232"
"2109","Kosovo","Life Expectancy",0.758,"0.758"
"2110","Kosovo","Freedom",0.489,"0.489"
"2111","Kosovo","Government Corruption",0.006,"0.006"
"2112","Kosovo","Generosity",0.262,"0.262"
"2113","Kosovo","GDP per Capita",0.90145,"0.90145"
"2114","Kosovo","Family",0.66062,"0.66062"
"2115","Kosovo","Life Expectancy",0.54,"0.54"
"2116","Kosovo","Freedom",0.14396,"0.14396"
"2117","Kosovo","Government Corruption",0.06547,"0.06547"
"2118","Kosovo","Generosity",0.27992,"0.27992"
"2119","Kosovo","GDP per Capita",0.80148,"0.80148"
"2120","Kosovo","Family",0.81198,"0.81198"
"2121","Kosovo","Life Expectancy",0.63132,"0.63132"
"2122","Kosovo","Freedom",0.24749,"0.24749"
"2123","Kosovo","Government Corruption",0.04741,"0.04741"
"2124","Kosovo","Generosity",0.2831,"0.2831"
"2125","Kosovo","GDP per Capita",0.951484382152557,"0.951484382152557"
"2126","Kosovo","Family",1.13785350322723,"1.13785350322723"
"2127","Kosovo","Life Expectancy",0.541452050209045,"0.541452050209045"
"2128","Kosovo","Freedom",0.260287940502167,"0.260287940502167"
"2129","Kosovo","Government Corruption",0.0574716180562973,"0.0574716180562973"
"2130","Kosovo","Generosity",0.319931447505951,"0.319931447505951"
"2131","Kosovo","GDP per Capita",0.855,"0.855"
"2132","Kosovo","Family",1.23,"1.23"
"2133","Kosovo","Life Expectancy",0.578,"0.578"
"2134","Kosovo","Freedom",0.448,"0.448"
"2135","Kosovo","Government Corruption",0.023,"0.023"
"2136","Kosovo","Generosity",0.274,"0.274"
"2137","Kuwait","GDP per Capita",1.474,"1.474"
"2138","Kuwait","Family",1.301,"1.301"
"2139","Kuwait","Life Expectancy",0.675,"0.675"
"2140","Kuwait","Freedom",0.554,"0.554"
"2141","Kuwait","Government Corruption",0.106,"0.106"
"2142","Kuwait","Generosity",0.167,"0.167"
"2143","Kuwait","GDP per Capita",1.5,"1.5"
"2144","Kuwait","Family",1.319,"1.319"
"2145","Kuwait","Life Expectancy",0.808,"0.808"
"2146","Kuwait","Freedom",0.493,"0.493"
"2147","Kuwait","Government Corruption",0.097,"0.097"
"2148","Kuwait","Generosity",0.142,"0.142"
"2149","Kuwait","GDP per Capita",1.61714,"1.61714"
"2150","Kuwait","Family",0.87758,"0.87758"
"2151","Kuwait","Life Expectancy",0.63569,"0.63569"
"2152","Kuwait","Freedom",0.43166,"0.43166"
"2153","Kuwait","Government Corruption",0.23669,"0.23669"
"2154","Kuwait","Generosity",0.15965,"0.15965"
"2155","Kuwait","GDP per Capita",1.63295245170593,"1.63295245170593"
"2156","Kuwait","Family",1.25969874858856,"1.25969874858856"
"2157","Kuwait","Life Expectancy",0.632105708122253,"0.632105708122253"
"2158","Kuwait","Freedom",0.496337592601776,"0.496337592601776"
"2159","Kuwait","Government Corruption",0.215159550309181,"0.215159550309181"
"2160","Kuwait","Generosity",0.228289797902107,"0.228289797902107"
"2161","Kuwait","GDP per Capita",1.55422,"1.55422"
"2162","Kuwait","Family",1.16594,"1.16594"
"2163","Kuwait","Life Expectancy",0.72492,"0.72492"
"2164","Kuwait","Freedom",0.55499,"0.55499"
"2165","Kuwait","Government Corruption",0.25609,"0.25609"
"2166","Kuwait","Generosity",0.16228,"0.16228"
"2167","Kyrgyzstan","GDP per Capita",0.551,"0.551"
"2168","Kyrgyzstan","Family",1.438,"1.438"
"2169","Kyrgyzstan","Life Expectancy",0.723,"0.723"
"2170","Kyrgyzstan","Freedom",0.508,"0.508"
"2171","Kyrgyzstan","Government Corruption",0.023,"0.023"
"2172","Kyrgyzstan","Generosity",0.3,"0.3"
"2173","Kyrgyzstan","GDP per Capita",0.53,"0.53"
"2174","Kyrgyzstan","Family",1.416,"1.416"
"2175","Kyrgyzstan","Life Expectancy",0.594,"0.594"
"2176","Kyrgyzstan","Freedom",0.54,"0.54"
"2177","Kyrgyzstan","Government Corruption",0.035,"0.035"
"2178","Kyrgyzstan","Generosity",0.281,"0.281"
"2179","Kyrgyzstan","GDP per Capita",0.47428,"0.47428"
"2180","Kyrgyzstan","Family",1.15115,"1.15115"
"2181","Kyrgyzstan","Life Expectancy",0.65088,"0.65088"
"2182","Kyrgyzstan","Freedom",0.43477,"0.43477"
"2183","Kyrgyzstan","Government Corruption",0.04232,"0.04232"
"2184","Kyrgyzstan","Generosity",0.3003,"0.3003"
"2185","Kyrgyzstan","GDP per Capita",0.596220076084137,"0.596220076084137"
"2186","Kyrgyzstan","Family",1.39423859119415,"1.39423859119415"
"2187","Kyrgyzstan","Life Expectancy",0.553457796573639,"0.553457796573639"
"2188","Kyrgyzstan","Freedom",0.454943388700485,"0.454943388700485"
"2189","Kyrgyzstan","Government Corruption",0.0394391790032387,"0.0394391790032387"
"2190","Kyrgyzstan","Generosity",0.42858037352562,"0.42858037352562"
"2191","Kyrgyzstan","GDP per Capita",0.56044,"0.56044"
"2192","Kyrgyzstan","Family",0.95434,"0.95434"
"2193","Kyrgyzstan","Life Expectancy",0.55449,"0.55449"
"2194","Kyrgyzstan","Freedom",0.40212,"0.40212"
"2195","Kyrgyzstan","Government Corruption",0.04762,"0.04762"
"2196","Kyrgyzstan","Generosity",0.38432,"0.38432"
"2197","Laos","GDP per Capita",0.59066,"0.59066"
"2198","Laos","Family",0.73803,"0.73803"
"2199","Laos","Life Expectancy",0.54909,"0.54909"
"2200","Laos","Freedom",0.59591,"0.59591"
"2201","Laos","Government Corruption",0.24249,"0.24249"
"2202","Laos","Generosity",0.42192,"0.42192"
"2203","Laos","GDP per Capita",0.72,"0.72"
"2204","Laos","Family",1.034,"1.034"
"2205","Laos","Life Expectancy",0.441,"0.441"
"2206","Laos","Freedom",0.626,"0.626"
"2207","Laos","Government Corruption",0.174,"0.174"
"2208","Laos","Generosity",0.23,"0.23"
"2209","Laos","GDP per Capita",0.68042,"0.68042"
"2210","Laos","Family",0.5497,"0.5497"
"2211","Laos","Life Expectancy",0.38291,"0.38291"
"2212","Laos","Freedom",0.52168,"0.52168"
"2213","Laos","Government Corruption",0.22423,"0.22423"
"2214","Laos","Generosity",0.43079,"0.43079"
"2215","Laos","GDP per Capita",0.764,"0.764"
"2216","Laos","Family",1.03,"1.03"
"2217","Laos","Life Expectancy",0.551,"0.551"
"2218","Laos","Freedom",0.547,"0.547"
"2219","Laos","Government Corruption",0.164,"0.164"
"2220","Laos","Generosity",0.266,"0.266"
"2221","Latvia","GDP per Capita",1.21788,"1.21788"
"2222","Latvia","Family",0.95025,"0.95025"
"2223","Latvia","Life Expectancy",0.63952,"0.63952"
"2224","Latvia","Freedom",0.27996,"0.27996"
"2225","Latvia","Government Corruption",0.0889,"0.0889"
"2226","Latvia","Generosity",0.17445,"0.17445"
"2227","Latvia","GDP per Capita",1.11312,"1.11312"
"2228","Latvia","Family",1.09562,"1.09562"
"2229","Latvia","Life Expectancy",0.72437,"0.72437"
"2230","Latvia","Freedom",0.29671,"0.29671"
"2231","Latvia","Government Corruption",0.06332,"0.06332"
"2232","Latvia","Generosity",0.18226,"0.18226"
"2233","Latvia","GDP per Capita",1.148,"1.148"
"2234","Latvia","Family",1.454,"1.454"
"2235","Latvia","Life Expectancy",0.671,"0.671"
"2236","Latvia","Freedom",0.363,"0.363"
"2237","Latvia","Government Corruption",0.066,"0.066"
"2238","Latvia","Generosity",0.092,"0.092"
"2239","Latvia","GDP per Capita",1.26074862480164,"1.26074862480164"
"2240","Latvia","Family",1.40471494197845,"1.40471494197845"
"2241","Latvia","Life Expectancy",0.638566970825195,"0.638566970825195"
"2242","Latvia","Freedom",0.325707912445068,"0.325707912445068"
"2243","Latvia","Government Corruption",0.0738427266478539,"0.0738427266478539"
"2244","Latvia","Generosity",0.153074786067009,"0.153074786067009"
"2245","Latvia","GDP per Capita",1.187,"1.187"
"2246","Latvia","Family",1.465,"1.465"
"2247","Latvia","Life Expectancy",0.812,"0.812"
"2248","Latvia","Freedom",0.264,"0.264"
"2249","Latvia","Government Corruption",0.064,"0.064"
"2250","Latvia","Generosity",0.075,"0.075"
"2251","Lebanon","GDP per Capita",1.02564,"1.02564"
"2252","Lebanon","Family",0.80001,"0.80001"
"2253","Lebanon","Life Expectancy",0.83947,"0.83947"
"2254","Lebanon","Freedom",0.33916,"0.33916"
"2255","Lebanon","Government Corruption",0.04582,"0.04582"
"2256","Lebanon","Generosity",0.21854,"0.21854"
"2257","Lebanon","GDP per Capita",0.965,"0.965"
"2258","Lebanon","Family",1.179,"1.179"
"2259","Lebanon","Life Expectancy",0.785,"0.785"
"2260","Lebanon","Freedom",0.503,"0.503"
"2261","Lebanon","Government Corruption",0.136,"0.136"
"2262","Lebanon","Generosity",0.214,"0.214"
"2263","Lebanon","GDP per Capita",1.07498753070831,"1.07498753070831"
"2264","Lebanon","Family",1.12962424755096,"1.12962424755096"
"2265","Lebanon","Life Expectancy",0.735081076622009,"0.735081076622009"
"2266","Lebanon","Freedom",0.288515985012054,"0.288515985012054"
"2267","Lebanon","Government Corruption",0.037513829767704,"0.037513829767704"
"2268","Lebanon","Generosity",0.264450758695602,"0.264450758695602"
"2269","Lebanon","GDP per Capita",0.987,"0.987"
"2270","Lebanon","Family",1.224,"1.224"
"2271","Lebanon","Life Expectancy",0.815,"0.815"
"2272","Lebanon","Freedom",0.216,"0.216"
"2273","Lebanon","Government Corruption",0.027,"0.027"
"2274","Lebanon","Generosity",0.166,"0.166"
"2275","Lebanon","GDP per Capita",1.12268,"1.12268"
"2276","Lebanon","Family",0.64184,"0.64184"
"2277","Lebanon","Life Expectancy",0.76171,"0.76171"
"2278","Lebanon","Freedom",0.26228,"0.26228"
"2279","Lebanon","Government Corruption",0.03061,"0.03061"
"2280","Lebanon","Generosity",0.23693,"0.23693"
"2281","Lesotho","GDP per Capita",0.521021246910095,"0.521021246910095"
"2282","Lesotho","Family",1.19009518623352,"1.19009518623352"
"2283","Lesotho","Life Expectancy",0,"0"
"2284","Lesotho","Freedom",0.390661299228668,"0.390661299228668"
"2285","Lesotho","Government Corruption",0.119094640016556,"0.119094640016556"
"2286","Lesotho","Generosity",0.157497271895409,"0.157497271895409"
"2287","Lesotho","GDP per Capita",0.472,"0.472"
"2288","Lesotho","Family",1.215,"1.215"
"2289","Lesotho","Life Expectancy",0.079,"0.079"
"2290","Lesotho","Freedom",0.423,"0.423"
"2291","Lesotho","Government Corruption",0.112,"0.112"
"2292","Lesotho","Generosity",0.116,"0.116"
"2293","Lesotho","GDP per Capita",0.489,"0.489"
"2294","Lesotho","Family",1.169,"1.169"
"2295","Lesotho","Life Expectancy",0.168,"0.168"
"2296","Lesotho","Freedom",0.359,"0.359"
"2297","Lesotho","Government Corruption",0.093,"0.093"
"2298","Lesotho","Generosity",0.107,"0.107"
"2299","Lesotho","GDP per Capita",0.37545,"0.37545"
"2300","Lesotho","Family",1.04103,"1.04103"
"2301","Lesotho","Life Expectancy",0.07612,"0.07612"
"2302","Lesotho","Freedom",0.31767,"0.31767"
"2303","Lesotho","Government Corruption",0.12504,"0.12504"
"2304","Lesotho","Generosity",0.16388,"0.16388"
"2305","Liberia","GDP per Capita",0.10706,"0.10706"
"2306","Liberia","Family",0.50353,"0.50353"
"2307","Liberia","Life Expectancy",0.23165,"0.23165"
"2308","Liberia","Freedom",0.25748,"0.25748"
"2309","Liberia","Government Corruption",0.04852,"0.04852"
"2310","Liberia","Generosity",0.24063,"0.24063"
"2311","Liberia","GDP per Capita",0.076,"0.076"
"2312","Liberia","Family",0.858,"0.858"
"2313","Liberia","Life Expectancy",0.267,"0.267"
"2314","Liberia","Freedom",0.419,"0.419"
"2315","Liberia","Government Corruption",0.03,"0.03"
"2316","Liberia","Generosity",0.206,"0.206"
"2317","Liberia","GDP per Capita",0.0712,"0.0712"
"2318","Liberia","Family",0.78968,"0.78968"
"2319","Liberia","Life Expectancy",0.34201,"0.34201"
"2320","Liberia","Freedom",0.28531,"0.28531"
"2321","Liberia","Government Corruption",0.06232,"0.06232"
"2322","Liberia","Generosity",0.24362,"0.24362"
"2323","Liberia","GDP per Capita",0.119041793048382,"0.119041793048382"
"2324","Liberia","Family",0.872117936611176,"0.872117936611176"
"2325","Liberia","Life Expectancy",0.229918196797371,"0.229918196797371"
"2326","Liberia","Freedom",0.332881182432175,"0.332881182432175"
"2327","Liberia","Government Corruption",0.0389482490718365,"0.0389482490718365"
"2328","Liberia","Generosity",0.26654988527298,"0.26654988527298"
"2329","Liberia","GDP per Capita",0.073,"0.073"
"2330","Liberia","Family",0.922,"0.922"
"2331","Liberia","Life Expectancy",0.443,"0.443"
"2332","Liberia","Freedom",0.37,"0.37"
"2333","Liberia","Government Corruption",0.033,"0.033"
"2334","Liberia","Generosity",0.233,"0.233"
"2335","Libya","GDP per Capita",1.13145,"1.13145"
"2336","Libya","Family",1.11862,"1.11862"
"2337","Libya","Life Expectancy",0.7038,"0.7038"
"2338","Libya","Freedom",0.41668,"0.41668"
"2339","Libya","Government Corruption",0.11023,"0.11023"
"2340","Libya","Generosity",0.18295,"0.18295"
"2341","Libya","GDP per Capita",1.06688,"1.06688"
"2342","Libya","Family",0.95076,"0.95076"
"2343","Libya","Life Expectancy",0.52304,"0.52304"
"2344","Libya","Freedom",0.40672,"0.40672"
"2345","Libya","Government Corruption",0.10339,"0.10339"
"2346","Libya","Generosity",0.17087,"0.17087"
"2347","Libya","GDP per Capita",1.044,"1.044"
"2348","Libya","Family",1.303,"1.303"
"2349","Libya","Life Expectancy",0.673,"0.673"
"2350","Libya","Freedom",0.416,"0.416"
"2351","Libya","Government Corruption",0.152,"0.152"
"2352","Libya","Generosity",0.133,"0.133"
"2353","Libya","GDP per Capita",1.10180306434631,"1.10180306434631"
"2354","Libya","Family",1.35756433010101,"1.35756433010101"
"2355","Libya","Life Expectancy",0.520169019699097,"0.520169019699097"
"2356","Libya","Freedom",0.465733230113983,"0.465733230113983"
"2357","Libya","Government Corruption",0.0926102101802826,"0.0926102101802826"
"2358","Libya","Generosity",0.152073666453362,"0.152073666453362"
"2359","Libya","GDP per Capita",0.985,"0.985"
"2360","Libya","Family",1.35,"1.35"
"2361","Libya","Life Expectancy",0.553,"0.553"
"2362","Libya","Freedom",0.496,"0.496"
"2363","Libya","Government Corruption",0.148,"0.148"
"2364","Libya","Generosity",0.116,"0.116"
"2365","Lithuania","GDP per Capita",1.14723,"1.14723"
"2366","Lithuania","Family",1.25745,"1.25745"
"2367","Lithuania","Life Expectancy",0.73128,"0.73128"
"2368","Lithuania","Freedom",0.21342,"0.21342"
"2369","Lithuania","Government Corruption",0.01031,"0.01031"
"2370","Lithuania","Generosity",0.02641,"0.02641"
"2371","Lithuania","GDP per Capita",1.31458234786987,"1.31458234786987"
"2372","Lithuania","Family",1.47351610660553,"1.47351610660553"
"2373","Lithuania","Life Expectancy",0.62894994020462,"0.62894994020462"
"2374","Lithuania","Freedom",0.234231784939766,"0.234231784939766"
"2375","Lithuania","Government Corruption",0.0118656428530812,"0.0118656428530812"
"2376","Lithuania","Generosity",0.010164656676352,"0.010164656676352"
"2377","Lithuania","GDP per Capita",1.2692,"1.2692"
"2378","Lithuania","Family",1.06411,"1.06411"
"2379","Lithuania","Life Expectancy",0.64674,"0.64674"
"2380","Lithuania","Freedom",0.18929,"0.18929"
"2381","Lithuania","Government Corruption",0.0182,"0.0182"
"2382","Lithuania","Generosity",0.02025,"0.02025"
"2383","Lithuania","GDP per Capita",1.238,"1.238"
"2384","Lithuania","Family",1.515,"1.515"
"2385","Lithuania","Life Expectancy",0.818,"0.818"
"2386","Lithuania","Freedom",0.291,"0.291"
"2387","Lithuania","Government Corruption",0.042,"0.042"
"2388","Lithuania","Generosity",0.043,"0.043"
"2389","Lithuania","GDP per Capita",1.197,"1.197"
"2390","Lithuania","Family",1.527,"1.527"
"2391","Lithuania","Life Expectancy",0.716,"0.716"
"2392","Lithuania","Freedom",0.35,"0.35"
"2393","Lithuania","Government Corruption",0.006,"0.006"
"2394","Lithuania","Generosity",0.026,"0.026"
"2395","Luxembourg","GDP per Capita",1.69752,"1.69752"
"2396","Luxembourg","Family",1.03999,"1.03999"
"2397","Luxembourg","Life Expectancy",0.84542,"0.84542"
"2398","Luxembourg","Freedom",0.5487,"0.5487"
"2399","Luxembourg","Government Corruption",0.35329,"0.35329"
"2400","Luxembourg","Generosity",0.27571,"0.27571"
"2401","Luxembourg","GDP per Capita",1.74194359779358,"1.74194359779358"
"2402","Luxembourg","Family",1.45758366584778,"1.45758366584778"
"2403","Luxembourg","Life Expectancy",0.845089495182037,"0.845089495182037"
"2404","Luxembourg","Freedom",0.59662789106369,"0.59662789106369"
"2405","Luxembourg","Government Corruption",0.31883442401886,"0.31883442401886"
"2406","Luxembourg","Generosity",0.283180981874466,"0.283180981874466"
"2407","Luxembourg","GDP per Capita",1.56391,"1.56391"
"2408","Luxembourg","Family",1.21963,"1.21963"
"2409","Luxembourg","Life Expectancy",0.91894,"0.91894"
"2410","Luxembourg","Freedom",0.61583,"0.61583"
"2411","Luxembourg","Government Corruption",0.37798,"0.37798"
"2412","Luxembourg","Generosity",0.28034,"0.28034"
"2413","Luxembourg","GDP per Capita",1.576,"1.576"
"2414","Luxembourg","Family",1.52,"1.52"
"2415","Luxembourg","Life Expectancy",0.896,"0.896"
"2416","Luxembourg","Freedom",0.632,"0.632"
"2417","Luxembourg","Government Corruption",0.321,"0.321"
"2418","Luxembourg","Generosity",0.196,"0.196"
"2419","Luxembourg","GDP per Capita",1.609,"1.609"
"2420","Luxembourg","Family",1.479,"1.479"
"2421","Luxembourg","Life Expectancy",1.012,"1.012"
"2422","Luxembourg","Freedom",0.526,"0.526"
"2423","Luxembourg","Government Corruption",0.316,"0.316"
"2424","Luxembourg","Generosity",0.194,"0.194"
"2425","Macedonia","GDP per Capita",0.91851,"0.91851"
"2426","Macedonia","Family",1.00232,"1.00232"
"2427","Macedonia","Life Expectancy",0.73545,"0.73545"
"2428","Macedonia","Freedom",0.33457,"0.33457"
"2429","Macedonia","Government Corruption",0.05327,"0.05327"
"2430","Macedonia","Generosity",0.22359,"0.22359"
"2431","Macedonia","GDP per Capita",0.959,"0.959"
"2432","Macedonia","Family",1.239,"1.239"
"2433","Macedonia","Life Expectancy",0.691,"0.691"
"2434","Macedonia","Freedom",0.394,"0.394"
"2435","Macedonia","Government Corruption",0.052,"0.052"
"2436","Macedonia","Generosity",0.173,"0.173"
"2437","Macedonia","GDP per Capita",1.06457793712616,"1.06457793712616"
"2438","Macedonia","Family",1.20789301395416,"1.20789301395416"
"2439","Macedonia","Life Expectancy",0.644948184490204,"0.644948184490204"
"2440","Macedonia","Freedom",0.325905978679657,"0.325905978679657"
"2441","Macedonia","Government Corruption",0.0602777935564518,"0.0602777935564518"
"2442","Macedonia","Generosity",0.25376096367836,"0.25376096367836"
"2443","Macedonia","GDP per Capita",1.0193,"1.0193"
"2444","Macedonia","Family",0.78236,"0.78236"
"2445","Macedonia","Life Expectancy",0.64738,"0.64738"
"2446","Macedonia","Freedom",0.27668,"0.27668"
"2447","Macedonia","Government Corruption",0.07047,"0.07047"
"2448","Macedonia","Generosity",0.23507,"0.23507"
"2449","Madagascar","GDP per Capita",0.27954,"0.27954"
"2450","Madagascar","Family",0.46115,"0.46115"
"2451","Madagascar","Life Expectancy",0.37109,"0.37109"
"2452","Madagascar","Freedom",0.13684,"0.13684"
"2453","Madagascar","Government Corruption",0.07506,"0.07506"
"2454","Madagascar","Generosity",0.2204,"0.2204"
"2455","Madagascar","GDP per Capita",0.20824,"0.20824"
"2456","Madagascar","Family",0.66801,"0.66801"
"2457","Madagascar","Life Expectancy",0.46721,"0.46721"
"2458","Madagascar","Freedom",0.19184,"0.19184"
"2459","Madagascar","Government Corruption",0.08124,"0.08124"
"2460","Madagascar","Generosity",0.21333,"0.21333"
"2461","Madagascar","GDP per Capita",0.274,"0.274"
"2462","Madagascar","Family",0.916,"0.916"
"2463","Madagascar","Life Expectancy",0.555,"0.555"
"2464","Madagascar","Freedom",0.148,"0.148"
"2465","Madagascar","Government Corruption",0.041,"0.041"
"2466","Madagascar","Generosity",0.169,"0.169"
"2467","Madagascar","GDP per Capita",0.305808693170547,"0.305808693170547"
"2468","Madagascar","Family",0.913020372390747,"0.913020372390747"
"2469","Madagascar","Life Expectancy",0.375223308801651,"0.375223308801651"
"2470","Madagascar","Freedom",0.189196765422821,"0.189196765422821"
"2471","Madagascar","Government Corruption",0.0672319754958153,"0.0672319754958153"
"2472","Madagascar","Generosity",0.208732530474663,"0.208732530474663"
"2473","Madagascar","GDP per Capita",0.262,"0.262"
"2474","Madagascar","Family",0.908,"0.908"
"2475","Madagascar","Life Expectancy",0.402,"0.402"
"2476","Madagascar","Freedom",0.221,"0.221"
"2477","Madagascar","Government Corruption",0.049,"0.049"
"2478","Madagascar","Generosity",0.155,"0.155"
"2479","Malawi","GDP per Capita",0.08709,"0.08709"
"2480","Malawi","Family",0.147,"0.147"
"2481","Malawi","Life Expectancy",0.29364,"0.29364"
"2482","Malawi","Freedom",0.4143,"0.4143"
"2483","Malawi","Government Corruption",0.07564,"0.07564"
"2484","Malawi","Generosity",0.30968,"0.30968"
"2485","Malawi","GDP per Capita",0.233442038297653,"0.233442038297653"
"2486","Malawi","Family",0.512568831443787,"0.512568831443787"
"2487","Malawi","Life Expectancy",0.315089583396912,"0.315089583396912"
"2488","Malawi","Freedom",0.466914653778076,"0.466914653778076"
"2489","Malawi","Government Corruption",0.0727116540074348,"0.0727116540074348"
"2490","Malawi","Generosity",0.287170469760895,"0.287170469760895"
"2491","Malawi","GDP per Capita",0.191,"0.191"
"2492","Malawi","Family",0.56,"0.56"
"2493","Malawi","Life Expectancy",0.495,"0.495"
"2494","Malawi","Freedom",0.443,"0.443"
"2495","Malawi","Government Corruption",0.089,"0.089"
"2496","Malawi","Generosity",0.218,"0.218"
"2497","Malawi","GDP per Capita",0.186,"0.186"
"2498","Malawi","Family",0.541,"0.541"
"2499","Malawi","Life Expectancy",0.306,"0.306"
"2500","Malawi","Freedom",0.531,"0.531"
"2501","Malawi","Government Corruption",0.08,"0.08"
"2502","Malawi","Generosity",0.21,"0.21"
"2503","Malawi","GDP per Capita",0.01604,"0.01604"
"2504","Malawi","Family",0.41134,"0.41134"
"2505","Malawi","Life Expectancy",0.22562,"0.22562"
"2506","Malawi","Freedom",0.43054,"0.43054"
"2507","Malawi","Government Corruption",0.06977,"0.06977"
"2508","Malawi","Generosity",0.33128,"0.33128"
"2509","Malaysia","GDP per Capita",1.12486,"1.12486"
"2510","Malaysia","Family",1.07023,"1.07023"
"2511","Malaysia","Life Expectancy",0.72394,"0.72394"
"2512","Malaysia","Freedom",0.53024,"0.53024"
"2513","Malaysia","Government Corruption",0.10501,"0.10501"
"2514","Malaysia","Generosity",0.33075,"0.33075"
"2515","Malaysia","GDP per Capita",1.25142,"1.25142"
"2516","Malaysia","Family",0.88025,"0.88025"
"2517","Malaysia","Life Expectancy",0.62366,"0.62366"
"2518","Malaysia","Freedom",0.39031,"0.39031"
"2519","Malaysia","Government Corruption",0.09081,"0.09081"
"2520","Malaysia","Generosity",0.41474,"0.41474"
"2521","Malaysia","GDP per Capita",1.221,"1.221"
"2522","Malaysia","Family",1.171,"1.171"
"2523","Malaysia","Life Expectancy",0.828,"0.828"
"2524","Malaysia","Freedom",0.508,"0.508"
"2525","Malaysia","Government Corruption",0.024,"0.024"
"2526","Malaysia","Generosity",0.26,"0.26"
"2527","Malaysia","GDP per Capita",1.161,"1.161"
"2528","Malaysia","Family",1.258,"1.258"
"2529","Malaysia","Life Expectancy",0.669,"0.669"
"2530","Malaysia","Freedom",0.356,"0.356"
"2531","Malaysia","Government Corruption",0.059,"0.059"
"2532","Malaysia","Generosity",0.311,"0.311"
"2533","Malaysia","GDP per Capita",1.29121541976929,"1.29121541976929"
"2534","Malaysia","Family",1.28464603424072,"1.28464603424072"
"2535","Malaysia","Life Expectancy",0.618784427642822,"0.618784427642822"
"2536","Malaysia","Freedom",0.402264982461929,"0.402264982461929"
"2537","Malaysia","Government Corruption",0.0656007081270218,"0.0656007081270218"
"2538","Malaysia","Generosity",0.416608929634094,"0.416608929634094"
"2539","Mali","GDP per Capita",0.476180493831635,"0.476180493831635"
"2540","Mali","Family",1.28147339820862,"1.28147339820862"
"2541","Mali","Life Expectancy",0.169365674257278,"0.169365674257278"
"2542","Mali","Freedom",0.306613743305206,"0.306613743305206"
"2543","Mali","Government Corruption",0.104970246553421,"0.104970246553421"
"2544","Mali","Generosity",0.183354198932648,"0.183354198932648"
"2545","Mali","GDP per Capita",0.385,"0.385"
"2546","Mali","Family",1.105,"1.105"
"2547","Mali","Life Expectancy",0.308,"0.308"
"2548","Mali","Freedom",0.327,"0.327"
"2549","Mali","Government Corruption",0.052,"0.052"
"2550","Mali","Generosity",0.153,"0.153"
"2551","Mali","GDP per Capita",0.37,"0.37"
"2552","Mali","Family",1.233,"1.233"
"2553","Mali","Life Expectancy",0.152,"0.152"
"2554","Mali","Freedom",0.367,"0.367"
"2555","Mali","Government Corruption",0.056,"0.056"
"2556","Mali","Generosity",0.139,"0.139"
"2557","Mali","GDP per Capita",0.26074,"0.26074"
"2558","Mali","Family",1.03526,"1.03526"
"2559","Mali","Life Expectancy",0.20583,"0.20583"
"2560","Mali","Freedom",0.38857,"0.38857"
"2561","Mali","Government Corruption",0.12352,"0.12352"
"2562","Mali","Generosity",0.18798,"0.18798"
"2563","Mali","GDP per Capita",0.31292,"0.31292"
"2564","Mali","Family",0.86333,"0.86333"
"2565","Mali","Life Expectancy",0.16347,"0.16347"
"2566","Mali","Freedom",0.27544,"0.27544"
"2567","Mali","Government Corruption",0.13647,"0.13647"
"2568","Mali","Generosity",0.21064,"0.21064"
"2569","Malta","GDP per Capita",1.3,"1.3"
"2570","Malta","Family",1.52,"1.52"
"2571","Malta","Life Expectancy",0.999,"0.999"
"2572","Malta","Freedom",0.564,"0.564"
"2573","Malta","Government Corruption",0.151,"0.151"
"2574","Malta","Generosity",0.375,"0.375"
"2575","Malta","GDP per Capita",1.30782,"1.30782"
"2576","Malta","Family",1.09879,"1.09879"
"2577","Malta","Life Expectancy",0.80315,"0.80315"
"2578","Malta","Freedom",0.54994,"0.54994"
"2579","Malta","Government Corruption",0.17554,"0.17554"
"2580","Malta","Generosity",0.56237,"0.56237"
"2581","Malta","GDP per Capita",1.2074,"1.2074"
"2582","Malta","Family",1.30203,"1.30203"
"2583","Malta","Life Expectancy",0.88721,"0.88721"
"2584","Malta","Freedom",0.60365,"0.60365"
"2585","Malta","Government Corruption",0.13586,"0.13586"
"2586","Malta","Generosity",0.51752,"0.51752"
"2587","Malta","GDP per Capita",1.34327983856201,"1.34327983856201"
"2588","Malta","Family",1.48841166496277,"1.48841166496277"
"2589","Malta","Life Expectancy",0.821944236755371,"0.821944236755371"
"2590","Malta","Freedom",0.588767051696777,"0.588767051696777"
"2591","Malta","Government Corruption",0.153066068887711,"0.153066068887711"
"2592","Malta","Generosity",0.574730575084686,"0.574730575084686"
"2593","Malta","GDP per Capita",1.27,"1.27"
"2594","Malta","Family",1.525,"1.525"
"2595","Malta","Life Expectancy",0.884,"0.884"
"2596","Malta","Freedom",0.645,"0.645"
"2597","Malta","Government Corruption",0.142,"0.142"
"2598","Malta","Generosity",0.376,"0.376"
"2599","Mauritania","GDP per Capita",0.648457288742065,"0.648457288742065"
"2600","Mauritania","Family",1.2720308303833,"1.2720308303833"
